request_id,request
4068,tell me how many vacation days i have
4069,make the lights darker
4070,what are you programmed to do for me
4071,please find out if rooms are free from 1 to 2
4072,i would like my account frozen
4073,how much will i pay in state taxes
4074,i want you to change your accent to the male british one
4075,do i have my nephew's birthday marked for november 10th
4076,"i am in need of an oil change, set an appointment"
4077,can you please talk faster
4078,stop and go back
4079,what time is this flight supposed to land
4080,how much money will i get or owe on my federal tax return
4081,can you put in a pto request for march 4 to march 6 for me
4082,please remind me of the tasks on my to do list
4083,what are the top 10 ways to build my credit score
4084,what words would i use to tell someone i am lost if i were japanese
4085,what are some steps to building my credit score
4086,i want your name
4087,i'm low on mouthwash so create an order for me
4088,what kind of gas is needed for this car
4089,you need to help me find my cellphone
4090,"at four, how much business does georgio have"
4091,tell me today's weather forecast
4092,what is today's fun fact
4093,please remind me to take out the trash
4094,"if i go to tgifridays at eight, will they be crowded"
4095,what can i call you
4096,could you tell me the limit on my chase credit card
4097,go ahead and give me the tire pressure of my vehicle
4098,speed up your speech
4099,"could you connect with my phone, please"
4100,check to see the status of my recent online order
4101,tv on turn
4102,what did i want to remember
4103,what's the wait for a table at olive garden right now
4104,"check my calendar for me, please"
4105,i would like to know my debit card's rewards balance
4106,i am looking for my phone
4107,can i use my credit card points for gas
4108,go ahead and find me a hotel with good reviews in phoenix
4109,the bank needs to know that i am traveling soon
4110,please put a hold on my retirement account right now
4111,play that song called bring the noise
4112,is there really an answer to the meaning of life
4113,halt that immediately
4114,when will our next day off be
4115,what's the calorie content of french fries
4116,what do i say when i report a split credit card
4117,what's the date tomorrow
4118,please track my order
4119,play a song
4120,what's on my agenda for tomorrow
4121,what do i pay in taxes
4122,"how much money do i pay in taxes, please"
4123,how do i change inches to centimeters
4124,which day will it be five days from now
4125,can i use sugar instead of salt
4126,what name should i use to address you
4127,can you tell me the meaning of life
4128,when will my card come
4129,"can you help me locate my phone, please"
4130,can you speak slower please
4131,is there a holiday this month
4132,i want to change what accent you use
4133,do you have a name
4134,tell me the status of my american airlines flight
4135,tell me when i will next have the day off
4136,is it going to rain tonight
4137,"never mind, cancel that"
4138,i want to apply for a mastercard
4139,find me a place to stay in jacksonville near the stadium from january 1st through 3rd
4140,how about a reminder
4141,give me some ideas of how to avoid my credit score lowering
4142,read my calendar for march 7th
4143,what date is it tomorrow
4144,please pair with my phone
4145,read me my list of things to do
4146,connect to my phone for me
4147,what's the eta for grandma's house
4148,"i ordered for delivery, has is arrived yet"
4149,i'd like to know the date tomorrow
4150,when is my oil change expected
4151,are my tires requiring a fill-up
4152,give me the pressure for the tires on my car
4153,can you find me a decent hotel in denver
4154,does england require socket converters
4155,check to see who is at the doof
4156,put my points up for master card
4157,what do you think life is really about
4158,what is the status of my most recent order
4159,i need an uber for 5 people to go to wendys
4160,what's the estimated time to get to ppg paints arena in pittsburgh via bus
4161,is my oil change coming up soon
4162,is my day off approved
4163,what is your name
4164,can you purchase underpants for me
4165,does travelling to st petersburg require a travel visa
4166,"sorry, you can actually stop that"
